      78.10024   31.09082   37.27391       0.86240    0.33736    0.20800  #db5635
      78.11876   30.97136   37.27391       0.86240    0.33736    0.20800  #db5635
      78.08597   31.21087   37.22325       0.86240    0.33736    0.20800  #db5635
      78.07910   31.09378   37.22325       0.86240    0.33736    0.20800  #db5635
      78.09550   30.97765   37.22325       0.86240    0.33736    0.20800  #db5635
      78.13826   31.41228   37.17095       0.86240    0.33736    0.20800  #db5635
      78.09256   31.30772   37.17095       0.86240    0.33736    0.20800  #db5635
      78.06722   31.19645   37.17095       0.86240    0.33736    0.20800  #db5635
      78.06316   31.08241   37.17095       0.86240    0.33736    0.20800  #db5635
      78.08051   30.96962   37.17095       0.86240    0.33736    0.20800  #db5635
      78.19707   31.51815   37.11742       0.86240    0.33736    0.20800  #db5635
      78.13285   31.42682   37.11742       0.86240    0.33736    0.20800  #db5635
      78.08608   31.32544   37.11742       0.86240    0.33736    0.20800  #db5635
      78.05829   31.21730   37.11742       0.86240    0.33736    0.20800  #db5635
      78.05037   31.10593   37.11742       0.86240    0.33736    0.20800  #db5635
      78.06259   30.99494   37.11742       0.86240    0.33736    0.20800  #db5635
      78.21748   31.55146   37.06306       0.86240    0.33736    0.20800  #db5635
      78.14853   31.46563   37.06306       0.86240    0.33736    0.20800  #db5635
      78.09567   31.36905   37.06306       0.86240    0.33736    0.20800  #db5635
      78.06055   31.26471   37.06306       0.86240    0.33736    0.20800  #db5635
      78.04425   31.15583   37.06306       0.86240    0.33736    0.20800  #db5635
      78.04726   31.04578   37.06306       0.86240    0.33736    0.20800  #db5635
      78.06951   30.93796   37.06306       0.86240    0.33736    0.20800  #db5635
      78.30873   31.63277   37.00828       0.86240    0.33736    0.20800  #db5635
      78.22480   31.56234   37.00828       0.86240    0.33736    0.20800  #db5635
      78.15437   31.47842   37.00828       0.86240    0.33736    0.20800  #db5635
      78.09959   31.38353   37.00828       0.86240    0.33736    0.20800  #db5635
      78.06212   31.28058   37.00828       0.86240    0.33736    0.20800  #db5635
      78.04310   31.17268   37.00828       0.86240    0.33736    0.20800  #db5635
      78.04310   31.06312   37.00828       0.86240    0.33736    0.20800  #db5635
